Date / Time,Incident Number,Location,Nature,Incident ORI
2/20/2020 21:30,2020-00013359,2700 OAK TREE AVE,Traffic Stop,OK0140200
2/20/2020 21:32,2020-00013361,HWY 9/ I-35 OFF RAMP EAST,Welfare Check,OK0140200
2/20/2020 21:42,2020-00013363,1311 DA VINCI ST,Pick Up Partner,OK0140200
2/20/2020 21:46,2020-00013362,2900 S JENKINS AVE,Traffic Stop,OK0140200
2/20/2020 21:49,2020-00013365,3521 BRIGHT ST,Suspicious,OK0140200
2/20/2020 22:01,2020-00013366,1111 OAK TREE AVE,Suspicious,OK0140200
2/20/2020 22:16,2020-00013370,N CARTER AVE / E ROBINSON ST,Traffic Stop,OK0140200
2/20/2020 22:19,2020-00013371,W BOYD ST / 24TH AVE SW,Traffic Stop,OK0140200
2/20/2020 22:26,2020-00013372,S PONCA AVE / ALAMEDA ST,Traffic Stop,OK0140200
2/20/2020 22:45,2020-00013377,3124 MILLBROOK SQ,Noise Complaint,OK0140200
2/20/2020 22:47,2020-00013380,1111 OAK TREE AVE,Contact a Subject,OK0140200
2/20/2020 22:52,2020-00013375,746 ASP AVE,Fight,OK0140200
2/20/2020 22:55,2020-00013376,S BERRY RD / W BOYD ST,Traffic Stop,OK0140200
2/20/2020 22:56,2020-00013379,201 WOODCREST DR,Check Area,OK0140200
2/20/2020 22:57,2020-00013384,529 BUCHANAN AVE,Bar Check,OK0140200
2/20/2020 23:02,2020-00013382,1384 CLASSEN BLVD,Burglary,OK0140200
2/20/2020 23:04,2020-00013378,301 36TH AVE NW,Suspicious,OK0140200
2/20/2020 23:05,2020-00013405,901 N PORTER AVE,Escort/Transport,OK0140200
2/20/2020 23:14,2020-00013381,MCGEE DR / W BROOKS ST,Traffic Stop,OK0140200
2/20/2020 23:16,2020-00013383,612 SEQUOYAH TRL,COP Problem Solving,OK0140200
2/20/2020 23:24,2020-00013386,509 E FRANK ST,Suspicious,OK0140200
2/20/2020 23:25,2020-00013385,1320 COLLEGE AVE,Follow Up,OK0140200
2/20/2020 23:49,2020-00013387,300 NORMAN CENTER CT,Alarm,OK0140200
2/20/2020 23:50,2020-00002897,901 N PORTER AVE,Transfer/Interfacility,EMSSTAT
2/20/2020 23:52,2020-00013388,COLLEGE AVE / W BOYD ST,Traffic Stop,OK0140200

